essay_id,full_text,score
AAAOPP13416000001243,"These cars have a good effect as well as a bad. The smarter cars focus on keeping the drivers, passengers, and pedestrians safe. You may be asking yourself, ""is it really a safer option?"" Yes it is. These cars require little to no human control, They have all kinds of sensors, and are well tested before sold.

These cars requiring little human control is a good thing. All the human has to do is watch the road. Most accidents are caused because someone brakes to fast or speeds and hits another car. With the smart cars the human won't be in control of any of that. The car will drive 25 mph avoiding speeding tickets and accidents. The driver will be prepared to take over any time the car does not succeed.

It cant get safer than senors. These cars have a video camera mounted near the review mirror, four automotive radar senors, a gps reciever, and an inertial motion sensor; It can sense every human motion. The senors make sure the driver keeps both hands on the wheel. The seat will vibrate if the car is in danger of backing into an object. The car can steer, accelerate, and brake themselves. They are still improving sensors to make driving safer and leading to cars that can handle more and more driving tasks on their own.

The cars are not just thrown in stores to be sold, they are well tested. In some states you are not even aloud to test them. They will not release any cars without making sure your safty isn't at stake. They are working on liability laws in case of an accident. If someone happens to get hurt because of technology fail, it will be covered.

These cars are very safe. There really isn't any way to get into an accident because of all the senors. You also dont have to worry about getting a speeding ticket. If anything serious was about to happen the car will alert the driver to take over. These cars require little to no human control, they have all kinds of sensors, and are well tested before sold. What could be safer than that?      ",4
5380524,"Walking into the voting booth ""...every four years on the Tuesday after the first Monday in November"" (Office Of Federal Register 6), the people of the United States of America expect their vote to count. Although, the president is elected in a more indirect way, by the electoral college, which does not represent the people, and is not fair. The president should be elected by popular vote from now on.

The first problem that the electoral college faces is the fact that it does not truly represent the opinion of the people. First, voters can walk into the booth and ""...get confused about the electors and vote for the wrong candidate"" (Plumer 10). Not every voter is educated on exactly how the electors and candidates are represented on the ballot and that may lead to an accidental win. On top of this misconception, almost decietfully, an elector promised to a candidate can change their vote at a moments notice(Plumer 10). Even Posner who writes for the electoral college admitted that it is possible, and he claims that it is ""rare"";however, it has happened before in 1960 (Plumer 11), and not even Posner can control the actions of an elector, legally anyway. Also, when a candidate wins a popular vote, which is the true mind of the people, that candidate still may not win the electoral vote, overall, loosing the election. This happened just a few years back in the 2000 election between President Bush and Gore(Posner 16).All in all, the electoral college does not represnt the people.

Looking deeper into the subject, elections by the electoral college are not fair. The first example appears in the method of the ""...""winner-take-all"" system that awards all electors to the winning presidential candidate""(Office of Federal Register 7). Because of this system, Presidential candidates may not feel the need to campaign to all people, just those of the states with the highest amount of electoral votes(Plumer 13). This goes against the american concept of ""all men are created equal"", leaving voters feeling undervauled and not important. Second, ""A tie in the nationwide electoral vote is possible because the total number of votes-538- is an even number.."" (Posner 18). Although this tie is claimed to be ""highly unlikely"". However, an election by popular vote would make the conundrum even further unlikely by the general logic of the fact that it is a lot less possible for the opinion of an entire nation to be split down the middle than that of 538 electors. Another issue with a tie in the electoral college lies in how that draw is resolved. The  tie-breaker is left to the representatives in congress, and ""Because each state casts only one vote, the single representative from Wyoming...would have as much say as the 55 representatives from California..."" (Plumer 12). This simply does not give all the voters equal say in who wins the election. All of these topics and more compressed together represent how un fair the election truly is.

Entering the booth next election day, dont only think about who you are voting for, but also how you are voting for them. It makes all the difference, and, ultimately, the popular way is the best way.    ",5
5342224,"Dear Flordia State Senator:

The Electoral College is a very useful and easy was of voting. According to the article

""What Is the Electoral College""

by the Office of the Federal Register, ""The Electoral College process consists of the selection of th electors, the meeting of the electors where they vote for President and Vice President, and the counting of the electoral votes by Congress."" Basically we vote for our electors which then they vote for the President which seem to be working just fine why change it?

There are many resons why people are in favor of changing the Electoral College for popular vote. In the article

""Why  even the best-laid defenses of the system are wrong""

by Bradford Plumer he asks ""Can voters  control whom their electors vote for?"" Then answers himself with ""Not always."" This may be true but voters do get to vote for thier electors and it is the voters job to vote for the one they believe will choose the right president. The people need to put faith in thier electors, and even if the Electoral College was changed to popular vote they would have to vote for the president and put faith in him or her to make the right decisions for them, is they same basic thing but having electors are just another step.

""The Electoral College restores some of the weight in the political balance that large states (by population) lose by virtue of the mal-apportionment of the Senate decreed in the Constitution"" This was stated in the article ""

Five reasons to keep our despised method of choosing the President""

by Richard A. Posner. This is a very good point he made, the larger states get more attention than the smaller states when it comes to  popular voting in presidental elections because they have a much larger population giving them more votes.

When it comes to popular voting there have been times where no canidate has a mojority cast of votes and the Electoral College Prevents that problem. In  1968 Nixon received 43 percent pluraltiy or more votes than the other canidates but still not receving a clear majority of votes in the popular votes same with Clinton in 1992 but they both won majority in the Electroral College, so there was no need for and run-off election.

I believe that we shouldn't change the Electoral College for popular votes the way we arevoting now is working just fine and it makes it so larger states like Texas don't get more of an impact on the election because of thier population than smaller states like Rhode Island. Also the Electoral College prevents Run-off elections. Even though some believe the Electoral College as an anachronism I think that the Electoral College is still a good way of voting.

sincerly,

PROPER_NAME   ",4
5341819,"In Vauban Germany, the people in the suburbs have stopped driving. Parking or housing a car predominately prohibited and the only vehicle you'd see is the tram that take citizens from the edge of the community or to downtown Freiburg. You can own a car, but the parking space is incredibly limited, sometimes even expensive.

The residents aren't complaining. 57% of the population even had sold their car to live in Vauban, one woman even stating she felt less tense without a vehicle.

The growing trend of reducing automotive use in suburban lifestyles is a role in a movement known as ""smart planning."" Cars are often heavily populated in the suburbs, which hinders the efforts to reduce greenhouse gas tailpipe emissions, as up to 50% of greenhouse gas emissions in the US come from cars.

Many of the world is now slowly following Vauban's steps with actions like reducing the size of suburbs and and giving its residents more access to public transportation. Rather than creating distant malls along highways, stores are being placed on a main street that's a walk away.

In Paris, after dealing with a nearly record-high amount of smog, a driving ban was enforced to reduce and/or clear out the pollution. Public transit was free and the smog managed to clear enough that cars with odd-numbered plates were allowed to be put in use again.

Bogota, California also took part in a day without passenger vehicles, with only buses and taxis in commision. On Day Without Cars, 7 million people rode bikes, skated, hiked, or took a bus to their job. It's believed to help reduce pollution and reduce stress. Thanks to the day, parks and sport centers have appeared, sidewalks made smoother and broadened, rush-hour rules designed to cute traffic, and plenty of new shops and dining places within short distance.

Recents studies also appear reveal a decrease in car purchases as time passes, raising the question of America's interest in automotives and driving. As of 2013, an average person drove 9% below the peak, identical to where is was in 1995. While the price of cars is a factor taken into consideration, the decrease hopefully hints to a more permanent drop in car use.

With this comes a benificial lessen of carbon emmissions, conserve resources and improve safety. Only time will tell where it will go from here.    ",2
5307243,"Cars are pretty cool right, I mean I love cars the car that Im aiming for is a 1967 Chevy Impala (black of course) but I do now that cars can be very hazardess and cause harm to people and the envirnment. Scientist and car companies are trying to find different ways of soloving he poluting problem for cars like running off of sunlight or water. Recent studies suggest tht Americans are buing fewer cars, driving less and, getting fewer licenses as each rear goes by, I dont know if thats good news to the people but im a teenager I want to start driving soon, I have work to go to, movies to see, friend to hangout with,

PLACES TO TRAVEL

!!! Just saying. Anyway back to the less driving thing, witth the driving decreasing it has left researchers pondering a fundamental question: Has America passed peak driving?

The United States, with its broad expanses and suburban ideals, had long been one of tthe world's prime car cultures. It is the birthplace of the Model T; the home od Detroit; the place where Wilson Pickett immortalized "" Mustang Sally""..... I don't really know any of the advantages of using a car less all I know is that for some people its a way of live, its way they get to work every day, they way get to far away places, where they sttay and sleep, first dates, first kisses, taking friends to see movies, road trips, I cant really name reasons why there bad to use but I can name reason why they are.....    ",1
5299619,"Dear state senator,

Electoral College shouldn't even be used anymore because it is widely regarded as an anachronism. In the Electoral College it's the electors who elect the president not the people. People should be able to vote for the president they want and not have electors elect the president. If the electors are electing the president they want then why even let the people vote only for them to be disappointed. Also when voting for a presidential candidate you're actually voting for a slate of electors. There are many reasons for retaining the Electoral College other then there lack of democratic pedigree.

A dispute over the outcome of an Electoral College vote wouldn't be the first since it has already happened in 2000. The reason is the the winning candidate's share of the Electoral College invariably exceeds his share of the popular vote. In 2012 election, Obama recieved 61.7 percent of the electoral vote compared to only 51.3 percent of the popular vote cast for him and Romney. Cause almost all states award electoral votes and a state creates a landslide electoral-vote victory in that state. A tie in the nationwide electoral vote is possible because the total number of votes-538- is an even number but this is highly unlikely.

Overall you will decide what is best for this state but just take in mind my idea how the Electoral doesn't benefit the people nor you.

Sincerly, a citizen who cares.                                             ",2
5196711,"The electoral college has been around for as long as our nation has reined over this land. I fervently believe we should keep the electoral college as it is. We, as people, are not ready for the responability of choosing our next leader directly viva popular vote. Some of us might be ready for this responability now, but the magority of America cannot handel this responibity. The majority has stared riots over lost football games, acknolaged said riots and justifyed them then turn around and see a riot about a kid being shot 6 times by an officer and send in swat teams and start throwing smoke bombs. Because of these actions and the many like it, I whole-heartedly believe if we leave the responability to chose our president in the magority vote that this country will become more unstable than it already it because, most people already do not vote, some are biast, and some dont follow the consititution when they vote.

To begin with, letting the majority vote on our new president would have potential if the whole of the country voted, but alas only a small essence of the country votes for our future leaders. Most people are too busy, or lazy, or just dont want to take part in voting becuse of all of the conficting ads placed on television. One of the most atrocious of these ads was the one from mitt romney when he was in the race against President Obama. They put these ads on a chanel designated for familys to veiw, along with children. These ads inculded vivid pictures of aborted fetus, saying this is what would happen if we voted for obama. I've only saw that ad once, but once was more than enough to make me side with Obama more than I already was. If our president is prepared to threten the country like that then they should not be eligable to even run, let alone become President, and it was horendus to think of all of the children watching at the time to have to see that. Most Americans who are eligable to vote have full-time jobs, full-time school, or are busy in some other aspects of life. These people do not have the time to vote for our president becuase they are working at the time, most work one or two jobs at the least, leaving little time for social graces and time alone, let alone time to vote. One other reason citizens dont vote is just hte sheer fact that they are lazy. A good precetage of Americans just do not care about who our president is or who runs for office, thus not voting out of sheer laziness.

Furthermore, letting the majority vote rule who is our president would have potential if the majority of America was not biased in who they vote for. Almost all Americans have voted baised on their beliefs, or who is running for president. These are the people who voted agaoinst obama becuase of his ethnic background, or what he looked like. This should not go against who we vote for, or who leads us, as long as they are non-biased in what they stand for and have the good of the people in their minds, then they should be eligable, or even voted, as a canidate/president/offical.

To continue, letting the majority vote on our new president would have potential if the majority of Americans followed the consititution when voting. The majority does not follow the consitiution when voting for our new president, thus inducing an unfair campaine and an biased leader. The consitiution clearly states the Church and State are to be seperated, yet many Americans vote baised on the beliefs of their Church on matters of the State. The latest case of this happening was for the ban on gay marrige. Most voters voted in favor of the ban due a passage in the bible that stated that man shall not lay with another man as he lays with a woman, even though there is a homosexual couple in the bible, mathew/mathius something. The story aout a man named Dave and another named John, if i remember correctly, one of them said ""your love exceeds that of a woman"" or something close to that. There are a number of testiments that say not to judge others or to love everyone, but most focus on the one against those. Baising your vote on spiritual beliefs does not help anyone and is unfair towards those whos lifes you are negativly affecting. We should all think logically when voting for our leaders, and ask questions like 'who will this affect' 'how will this improve apon the lifes of my fellow Americans' 'will this improve our dilapitiating economy and crippling structe of the government' along with other questions that relate to how this canidate will improve apon the country as a whole.

All in all, I believe that the electoral college should stay in affect untill America, as a whole, grows up, becuase most dont vote, some who vote are biased, and some dont follow the consitiution when voting. We should not have to write papers on why we shouldnt let the people of America vote directly for our leader, nor should we have to have our rights taken away from those who use their religous prectices as an excuse to hate someone. We, the people, should all live together in this country, equaly, as one, not letting our beliefs negativly affect the lives of others. We should be able to practice what we want, when we want, without having to be fearful that others might punish us baised on what they practice. We, the people, need to grow up before we are allowed to vote directly for our new leaders. And that is why i beileve that the electoral college should stay in effect.    ",2
5188677,"""A new president, really, How many votes did they win by?"" If someone were to ask you this what would you say, thirty electoral votes? The ""Winner-Takes-All"" system is flawed and needs to be either fixed or completly taken down, and here are two reasons why. First a president should be chosen by the people, seeing our county is a democracy meaning that we elect representatives to rule for us, a popular vote fits the sene a bit more than an electoral vote. Secondly if there was every a tie in the electoral college it would catostropic because intead if being in the peoples hand it be in the representatives hands, aslo known as the ones who already have power.

""At the most basic level, the electoral college is unfair to voters. because of the winner-takes-all system in each state canidates dont spend time in states they spend no time in stats the know thy wont win."" Some states can get no canidates out and its because the electoral college is unfair. ""It`s official: The electoral college is unfair, outdated, and irrational. The best argumants in favor of it are mostly assertions without much basis in reality. And the arguments against direct election ar spurios at best. Its hard to say but Bob Dole was right: Abolish the electoral college!"" This Quote states that the electoral college is not fair and down right rediculus. You may say since its getting the job done and there has been no ties whats wrong? there are manny thing wrong startign with popular votes can lose to electoral votes, also some states can get on people to come and campagne.

"" In 1968 a sift of just 41,971 could have cause a tie in the polls."" in this article just that many people and the representatives could have chosen a president and the reason this is bad is because they will get a president that will do what ever they want. ""If there were just 5,559 voters in ohio and 3,687 voters in hawaii that went the other way the electoral college would have tied making a representative choose."" "" in this article just that many people and the representatives could have chosen a president and the reason this is bad is because they will get a president that will do what ever they want.

So to finalize The ""Winner-Takes-All"" system is flawed and needs to be either fixed or completly taken down, and here are two reasons why. First a president should be chosen by the people, seeing our county is a democracy meaning that we elect representatives to rule for us, a popular vote fits the sene a bit more than an electoral vote. Secondly if there was every a tie in the electoral college it would catostropic because intead if being in the peoples hand it be in the representatives hands, aslo known as the ones who already have power.    ",3
5184600,"dear state senator, i believe that we should abolish the electoal college and just leave up to populare vote. The electoral college should be abolished because it is unfair, and it poses a threat to the U.S constitution.

The electoral college is unfair because it takes away the demicratic way of society that our founding fathers set up. In the United States of America we leave it up to the people to vote but if the people of the united states vote someone in an he doesnt get to run the country because the electoral college decided diffrently then we should not be called a democracy. For example in the 2000 election with Al Gore and Gorge W. Bush, the people of the united states voted for Al Gore, but due to the electoral college Bush won the election. in the passage The Indefensible Electoral College it says ""Over 60% of voters would prefer a direct election to the kind we have now."" what does that tell you? more then half of the USA would prefer a people vote instead of both!

Furthurmore, I believe we should due away with the electoral college because it poses a threat to the U.S constitution. when i say this i mean it is a threat to the citizens of the USA. the people of the united states were thought to vote our president in? but if the majority of voters vote for someone an the other oponent wins then where is the domocracy in that? also in the artical The Indefensible Electoral College  says ""oh what if a state sends two slates of electors to congress? it happened in hawaii in 1960. Luckily, vice president Richard Nixon, who was presiding over the senate, vatlidated only his opponent's electors."" imagin if that happens again an someone doesnt notice that? then there will be double slaters an there bound to vote for the same canidate so that will be an easy state to win for that canidate. The electoral college is nothing but problems.

In conclution, The electoral college should be abolished because it is unfair, and it poses a threat to the U.S constitution. You make your conclution based on this Mr. senator            ",4
5180925,"The electoral college should be abolished because when you vote for your candidate you are actually voting for your candidates elector (source 1), and the voters cant always control who their electors vote for (source 2). On the other hand the electoral college is a great thing because a dispute over the outcome of an electoral college vote is possibe but its less likely than a dispute over the popular vote (source 3).

When you vote for your candidate you are actually voting for your candidates elector (source 1). Most people, including me, would like to vote for the president not a candidate because they might not even vote for the person you want for president. Some states are smaller then others so that makes them feel like their votes arent as important as the bigger states like California and Texas. The electoral college consists of only 538 electors compared to how many people are actually in the U.S. so there is a greater chance that the wrong president might be elected.

Many people do not vote because the voters cant always control who their electors vote for (source 2). Not everyone wants to take the chance of voting for the wrong person to be elected for president. Some voters might get confused about the electors and vote for the wrong candidate, as it says in source 2. Most states are small so most people in those states dont think the little states matter and they arent important in the election when they actually do.

On the other hand the electoral college is a great thing because a dispute over the outcome of an electoral college vote is possibe but its less likely than a dispute over the popular vote (source 3). A better thing about the electoral college is that it requires a presidential candidate to have trans-regional appeal, meaning that not all the vote can come from one or two regions and no other ones. Voters in presidential elections are the people who want to express a political preference rather than the people woh tihnk a single vote can dicide an election.

As a student I want the best for the up coming generations, including me, that are going to be able to be a part of the presidential elections and to not be confused who to vote for or how the electoral college works. Every year a new generation becomes legal to vote and be part of the election but if they dont know how to vote or how it works then they wont be able to. Some people dont know anything about poitics but, still want to be able to vote so, it should be easy for them to vote for who they want to be president rather then the long process of, voting for the canidates elector and most of the time they dont vote for who they want and they vote for the wrong person.                                                    ",4
5180602,"We should keep the elcetoral college because it was made by out founding fathers and should be kept alive. Not only that but it has been around for so long that it would be difficult getting use to the change. By keeping the electoral college we keep a non-democratic way of voting for out presidents. Betrayal dosent often happen because we put trust into the people we sent to the electoral college. By keeping the electoral college we also keep the chance of any runner winning, unlike if normal people got to have their votes count someone would always ain by a landslide. By also keeping the electoral college we make it so their is no chance of a tie. Like if a person from the electoral college were to betray his state.

If it were to happen the state would be very disappionted and would look down upon him or her. By keeping the electoral college we make it so the its difficult for one person to betray his or her  state. We all expect them to make the right choise for the whole state and they feel that pressure. Everyone only influences what the person is going to pick. But some people fold under pressure and do what the  other person wants. That can also be a good thing.

By putting people under pressure with a whole state on their back people would choose who ever their state wants. If every state thinks differntly then their would still be a chance for the other person to win even if other states voted for the other person. If one person got a lot of states to like them then the other peson wouldnt stand a chance if real people were voting and they would lose against a landslide victory. There would also be major fights and outbrakes of violence if we got rid of the electoral college. If you had a friend that voted for the person you didnt want to win and they won you would mad and argry. They would just rub it in your face and say you lost and could lead to fights or even killings. The smart desion would be to keep the electoral college.

By keeping it everyone is happy and will accept things easier. But if we were to abolish it the towns and cities would go and rampage with families borken and friendships being torn apart. And we can prevent that by just keeping the electoral college.    ",3
5176685,"Hello, I am writing to you about the Electoral College and why that I think it should be removed. Why I think we should remove the Electoral College is when voter selects the president they want they are really just picking for a elector who elects the president for them. Also this makes a single rep from Wyoming of 500,00 people has as much say as 55 reps for California who represents 35 million people. The last reason behind this is also being unfair to voters, the winner take all system where in the state the winner of the votes gets them all. So in effect a candidate would spend no time in that per say a swing state. which the may have a chance of winning.

When you vote for the president you really are not voting for him, you're voting for a elector who really elect the president. Also the question is brought up, who picks the electors? This also depends on the state could be the state party's central committee or the presidential candidate's people do. Also another question is what controls the elector from electing the wrong candidate, nothing.

Also why does a single reps in Wyoming with 500,00 people have as much say as 55 reps in California with 35 million people? That is just unfair to the voters, how could that in anyway represent what the majority of the people want. The other way the electoral collage is unfair is the winner take all system I mentioned earlier with majority votes in a state is the state vote, such as if 46 percent of people in a state voted one candidate and 54 for the other insted of just giving the candidates their votes the majority decided one would have them.

The Electoral College is also not a democratic system of voting because the people are really not deciding, and when it is said you are allowing each party to pick a trusted slate of nominees it is not true because the state's central committee not the presidential candidate's reps who are the people really needed to vote for such. In 2000 Gore had more popular votes than bush but less electoral votes, though rare to happen this the president who runs the country for four years at a time so that one rare moment could mean the future of the U.S.A . Also a president does not need to be trans-regional, they only need to appeal to swing states and not ruin relations with their states.

So that was and is my reasoning of why I think that the Electoral College should be removed from our political system. Between the being unfair to voters through voting for electors not even the president, reps not even being scaled right also the winner take all system making the system unbalanced, and the presidential candidates not even needing to appeal to most states just the swing states. I hope this passage convinces you that the Electoral College should be removed in place of a better system that is not out dated.                    ",4
5074830,"Cars are not something that have to be used everyday. Limiting car usage could be a good thing to do. Minimizing car usage gives you the opportunity to have more parks and fun places to go without the parking lot taking up all the space.

Less space for parking makes everything more easier to get to which is an advantage instead of having to walk in the parking lot . For example, "" . . . make suburbs more compact and more accessible to public transportation, with less space for parking."" ( In German Suburb, Life Goes On Without Cars, Elisabeth Rosenthal, Paragraph 6 ). This explains that if you get rid of the cars theres more space to park and everything else becomes easier to get to versus having many parking spaces taking up room and causing traffic and other things. Also with not using cars theres more room for small stores and big stores to be put in different places that couldnt be put there because of cars so you could drive. For example, "" . . . stores are placed a walk away, on a main street, rather than in malls along some distant highway."" ( In German Suburb, Life Goes On Without Cars, Elisabeth Rosenthal, Paragraph 6 ) and "" Parks and sports centers also have bloomed throughout the city; uneven, pitted sidewalks have been replaced by broad, smooth sidewalks; rush-hour retsrictions have dramatically cut traffic; and new restaurants and upscale shopping districts have cropped up."" (Car-free day is spinning into a big hit in Bogota, Andrew Selsky, Paragraph 28). This shows that now there's more spaces for even more stores which is an advantage because the cars used to take up that space used for bigger roads for more cars to come on but without that problem theres room for other thing's.

Also it's a good way to save money because it decreases smog, and air polllution. For example, "" Congestion was down 60 percent in the capital of France, after five-days of intensifying smog."" ( Paris bans driving due to smog, Robert Duffer, Paragraph 14).  This shows that after France decided to stop using cars the smog decreased tremendisely. Having no vehicles can also make the environment better because there wouldnt be a lot of carbon being produced. For example, "" . . . it will have a benificial implications for carbon emissions and the environment."" ( The End of Car Culture, Elisabeth Rosentha, Paragraph 34). Which is an example of how it could better for the environment. An advantage also is there will be less pollution. For example, ""It's a good opportunity to take away stress and lower air pollution . . ."" This explains that it would be a good thing for us , we would have better breathing and also again a better environment .

In Conclusion, Minimizing driving usage could lead to better things such as less pollution, a better environment , and lastly more room for other things . So theyre are many advantages to minimizing driving usage, it's not so bad.                            ",4
5061077,"Air pollution has been a major issue in the U.S for quite some time now. The number one cause of air polution is car exauhst emisions. Engine exauhst from a cars tailpipe shoots into the air we breathe ever so often. Limiting the use of cars would exponentially help reduce the amount of air poluition we have within the U.S today. Knowing this, our main concern as humans right now should be trying to limting car usage in order to reduce harmful greenhouse emissions that cause air pollution and smog.

In Vauban, Germany, citizens have give up their cars and have moved into an experimental upscale community where cars are not highly used. Even though car ownership is allowed, there are only two locations to park the vehichle and would cost $40,000 to buy the parking space. As a result, 70 percent of Vauban's families do not own cars, and 57 percent sold their cars in order to move into the experimental community. Media trainer and mother of two, Heidren Walter says:""When I had a car I was always tense. I'm much happier this way."" Germany has already taken a first step in order to help reduce car emissions in the air. David Goldberg, an official of transportation for America states:""All of our development since world was II has been centered on the car, and that will have to change."" In Europe, passenger cars are responsible for 12 percent of greenhouse gas emissions while the United States is responsible for up to 50 percent greenhouse gas emissions in some car-intensive areas.

On Monday in Paris, motorists with even-numbered license plates were ordered to leave their cars at home or suffer a 22-euro fine ($31). The same ban applied to odd-numbered license plates the following day. Sadly almost 4,000 drivers were fined and twent-seven people had their cars impounded. In the capital of France, congestion of smog was down 60 percent after five-days. Diesel fuel is the leading blame, since France has a tax policy that favors diesel over gasoline. Diesel makes up 67 percent of vehicles in France, compared to a 53.3 percent average of diesel engines in the rest of Western Europe, according to Reuters. Not only is Germany taking small steps in order to reduce air pollution by limiting cars but Paris is also doing the same thing to help reduce smog.

Not only is Germnay and Paris trying to limit car usage but so is Colombia. In Bogota, Colombia; there is a program they have in which millions of Colombians either skate, bike, hike or took public transportation in order to get to work for one day out of the entire year. The goal is to promote alternative transportatin and reduce smog. Violators would face a fine of $25. Businessman Carlos Arturo Plaza commented:""It's a good opportunity to take away stress and lower air pollution."" Two other Colomian cities, Cali and Valledupar, have decided to join the event in order to help reduce car usage.

Now we finally reach the United States after hearing about Germany, Paris, and Paris in terms of trying to limit the use of cars. Michael Sivak, who studies the trend of car usgae in America and is a reasearch professor at the University of Michigan's Transportation Research Institute, reports:""What most intrigues me is that rates of car ownership per household and per person started to come down to two to three years before the downturn, I think that means something more fundamental is going on."" Mr. Sivak's research has found demogaphic shifts in the driving populations that suggest that the trend may accelerate. There has been a large drop in the percentage of 16-39-year-olds getting a license, while older people are likely to retain their license at they age. A study last year has also found that driving by young people decresaed 23 percent between 2001 and 2009.

Limitng the use of cars is starting to slowy take its place within the United States, Germany, Paris, and even Colombia. Hopefully more and more people around the world will do their part in order to help reduce greenhouse emissions such as smog and air pollution.    ",2
5030541,"As human beings we must care for the earth that was so kindly bestowed upon us, meaning we must do all in our power to prevent it from self-destructing due to our carlessness. One way we seem to have recently discoved we can make a difference is that the limiting of car usage is an enormous step towards our goal. Cars have been a topic of contriversy worldwide, as it seems people refused to stop the usage of such a helpful tool in todays society, but as time goes on we have opened our eyes to a world of better choices. Citizens from all around see that car usage can be cut down, and it will be an astonishing change for both humans, as well as the earth. The limitation of car usage will provide a more healthy enviornment for the earth as well as those who live on it. Cars are a simply a machine in which we have allowed ourselves to believe that life can not go on without it. Here we will discover how truley wrong we were.

Although we all understand that these vehicles allow use to save much time by getting us to our destinations quicker, it does alot of harm to our planet as well. As stated in the article, ""In German Suburb, Life Goes on Without Cars"", cars are responsible for 50 percent greenhouse gas emission in certain areas of the United states. The fuel we use to power our cars is released into the O-Zone layer, and into our atmosphere which creates a greenhouse affect and slowly, but surley destroys our enviornment. However, we have the power to protect the planet we live on for we have so many different choices of transpertation that causes way less harm. Cutting down on driving is a simple task in which we can all participate in.

Next we focus more on how car limiation affects ourselves. Driving take a toll on us because other forms of transportation do so much good towards ones self being, but as humans we seem to always take the easy way out. If we didnt always use cars, and took a walk for instance it would improve health as well as many other things. In an artice written by Andrew Selsky it states that ""It's a good opportunity to take away stress and lower air pollution."" The less smog in the air, the better we can breath which will improve our health, and walking is good for that as well. We don""t need cars to live our lives. Life goes on without the use of a machine.

All in all cars we must care for this world as well as ourselves, and this is the first step towards this goal. Some fear that this change in society will have horrible consequences because we are so use to cars in our life, but these vehicles dont control us. By use limiting car usage we are providing a healthier enviornment for both human beings as well as our earth. Lets take the steps toward making this world a better place to live for us as well as the many generations to come. Don't you wish to live in a clean, and healthy world?    ",4
5027982,"The advantages of limitng car use can be a benefit to us. What matter now in days is not how much you drive but what type of car you are driving. Limiting car use can have a great impact on our planet we can protect it and our enviorments. The same enviorments that are currently falling apart. Another adavantage to limting car use is that it can relieve stress in a person and it can actually make a person happier. And last people wont have to worry about getting late to school or to work or even about accidents. i dont know about you but limiting car use can be of great benefit and does have its advantages.

Our earth's enviorments are falling apart. And everyday we damage it more and more with all the polution and carbon emissions. 'It a huge impediment to current efforts to drastically reduce green house gas emissions from tailpipes...Passenger car are responsible for 12 percent of green house gas emissions in Europe...and up to 50 percent in some car-intensive areas in the United States. Many cities have been forced to banned car because of the amount of smog was over wellming. For expamle Paris, after days of near record pollution Paris had to enforce a partial driving ban to clear the air of the harmful chemicals. 'Congestion was down 60 percent in the capital of France, after five days of intesifying smog... the smog rivaled Beijing, China, which os known as one of the most populated cities in the world. So limting car use can have its advantages, it can protect our enviorments. And we dont have to worry about smogs are any other things.

Who doesnt want to be stress free? And thats another advantage of limting car use. I always see how my mom stresses while she's driving which can cause accidents because people are always in a rush. 'When i had a car i was always tense. I'm much happier this way' said Heidrun Walter. It woulld be safer you dont have to worry has much about crossing the street. The swish of bicycles and the chatter of wandering children drowns out the occasional distant motor. There are many alternative transportation such as hiking, biking, skates, and busues. This cab be helpful for the body and mind. 'Its a good opportunity to take away stress and lower air polluttion'.

The rates of car owernship have gone down. And it continues to go down.'If this pattern persists and many sociolgists belive it will, it will have benefecial implcatiions of carbon emmisions nd the enviorment, since transportation is the second largest source of americans emissions, just behind power plants. But this can have a negavtive impact on the car industries such as the companies ike Ford and Audi. But limiting car usgae can prevent trafiic jams and even accidents.

In, conclusion limiting car usgae does have its advantages. It can protect our Earth's envioremnts, it can relive stress and make a person happier, and it can result in less traffic jams and accidents. I think these things are more important than anything else. Its a great way to take away the stress and lower the air pollution. Limiting car usage does have its wonderful benefits and advantages.    ",3
